sentence1,sentence2,label
 It is healthy to remove toxic people from your life.,They are family members whom you need to have in your life in some fashion.,0
 It is healthy to remove toxic people from your life.,You don't need them in your life and your life improves without them.,1
 It is healthy to remove toxic people from your life.,You are a clinical therapist.,0
 It is healthy to remove toxic people from your life.,You have addictions of your own.,1
 It is healthy to remove toxic people from your life.,You need companionship from anyone,0
 It is healthy to remove toxic people from your life.,Your mental health is suffering,1
 It is healthy to remove toxic people from your life.,they are young children.,0
 It is healthy to remove toxic people from your life.,they won't try to change.,1
 It's good to stay on friendly terms with your past significant others.,They are stalking you.,0
 It's good to stay on friendly terms with your past significant others.,They are respectful to you.,1
 It's good to stay on friendly terms with your past significant others.,One of them has a restraining order against you.,0
 It's good to stay on friendly terms with your past significant others.,You have a child with one of them.,1
 It's good to stay on friendly terms with your past significant others.,Your past significant others treated you horribly,0
 It's good to stay on friendly terms with your past significant others.,You still share a child,1
 It's good to stay on friendly terms with your past significant others.,this bothers your present significant other,0
 It's good to stay on friendly terms with your past significant others.,you want to get back together with any of them,1
 It's good to stay on friendly terms with your past significant others.,They were abusive to you.,0
 It's good to stay on friendly terms with your past significant others.,You have kids with them.,1
 It is healthy to remove toxic people from your life.,they really need your help with things.,0
 It is healthy to remove toxic people from your life.,they are very rude to you,1
 It is healthy to remove toxic people from your life.,You are planning on writing a memoir and need some drama.,0
 It is healthy to remove toxic people from your life.,You want to live a positive life.,1
 It is healthy to remove toxic people from your life.,The person is a relative who needs you to take care of them.,0
 It is healthy to remove toxic people from your life.,They are a narcissist.,1
 It is healthy to remove toxic people from your life.,They gave you mental health issues,1
